Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
akto,com.akto.runtime.policies,AuthPolicyTest,testBearerWithExistingUnauthenticated,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testBasic,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testBasicWithoutHeader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testBasicWithoutHeader,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testBasicInCookie,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testBasicInCookie,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testJwt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testJwt,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testJwtInCookie,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testJwtInCookie,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testMultipleHappy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testMultipleHappy,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testMultipleWithExistingData,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testMultipleWithExistingData,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testCustomAuthTypeHeader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testCustomAuthTypeHeader,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.runtime.policies.AuthPolicy.findAuthType
akto,com.akto.runtime.policies,AuthPolicyTest,testCustomAuthTypePayload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.runtime.policies,AuthPolicyTest,testCustomAuthTypePayload,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.HttpResponseParams.getRequestParams; com.akto.dto.ApiInfo.getAllAuthTypesFound; com.akto.dto.HttpRequestParams.setPayload; com.akto.runtime.policies.AuthPolicy.findAuthType
